cohortId,task,checksum,timeStamp,comparatorId
7369,runCohortOverlap,c09e26cee3e5d2532156548ee62cf419 a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7370,runCohortOverlap,f4a873182b5d713b85ebaea9c91d2549 a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7374,runCohortOverlap,df4abfcd3d59a6896a47d839090084fe a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7376,runCohortOverlap,a2858c94d28031fd8dcac12121a8fb43 a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7377,runCohortOverlap,8902e2bfb1c3a776a151289cb46cae7f a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7381,runCohortOverlap,91bf9b1f1b23e5b8ce95d91358c90b7a a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7382,runCohortOverlap,4866ddaca6fc34709cb22ba179ba71db a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7396,runCohortOverlap,6c817b5690ed843bf21a68861ebf0613 a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7398,runCohortOverlap,8710563ff5aa8f599321da088fc586a3 a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T08:52:46Z,7399
7361,runCohortOverlap,3e79f89c1b6d59013d19b5a0d899453f 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7362,runCohortOverlap,ac178c8f7f888dd9f2ca5c61c5bdfe90 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7364,runCohortOverlap,03a681492ac62c76872b645c614fda55 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7367,runCohortOverlap,fe581221c3d08dea4b80399c7ceacd5c 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7369,runCohortOverlap,c09e26cee3e5d2532156548ee62cf419 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7370,runCohortOverlap,f4a873182b5d713b85ebaea9c91d2549 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7374,runCohortOverlap,df4abfcd3d59a6896a47d839090084fe 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7376,runCohortOverlap,a2858c94d28031fd8dcac12121a8fb43 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7377,runCohortOverlap,8902e2bfb1c3a776a151289cb46cae7f 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7381,runCohortOverlap,91bf9b1f1b23e5b8ce95d91358c90b7a 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7382,runCohortOverlap,4866ddaca6fc34709cb22ba179ba71db 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7396,runCohortOverlap,6c817b5690ed843bf21a68861ebf0613 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7398,runCohortOverlap,8710563ff5aa8f599321da088fc586a3 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7399,runCohortOverlap,a82ad01c6e66238b8a3889f46f1499d6 1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T08:52:46Z,7400
7361,runCohortOverlap,3e79f89c1b6d59013d19b5a0d899453f dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7362,runCohortOverlap,ac178c8f7f888dd9f2ca5c61c5bdfe90 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7364,runCohortOverlap,03a681492ac62c76872b645c614fda55 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7367,runCohortOverlap,fe581221c3d08dea4b80399c7ceacd5c dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7369,runCohortOverlap,c09e26cee3e5d2532156548ee62cf419 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7370,runCohortOverlap,f4a873182b5d713b85ebaea9c91d2549 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7374,runCohortOverlap,df4abfcd3d59a6896a47d839090084fe dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7376,runCohortOverlap,a2858c94d28031fd8dcac12121a8fb43 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7377,runCohortOverlap,8902e2bfb1c3a776a151289cb46cae7f dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7381,runCohortOverlap,91bf9b1f1b23e5b8ce95d91358c90b7a dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7382,runCohortOverlap,4866ddaca6fc34709cb22ba179ba71db dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7396,runCohortOverlap,6c817b5690ed843bf21a68861ebf0613 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7398,runCohortOverlap,8710563ff5aa8f599321da088fc586a3 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7399,runCohortOverlap,a82ad01c6e66238b8a3889f46f1499d6 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7400,runCohortOverlap,1bbc74563344a4b47aeb9eedfa6475e6 dbaea00721ca1036190f8dffb86762c7,2020-03-28T08:52:46Z,7404
7361,runCohortOverlap,3e79f89c1b6d59013d19b5a0d899453f 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7362,runCohortOverlap,ac178c8f7f888dd9f2ca5c61c5bdfe90 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7364,runCohortOverlap,03a681492ac62c76872b645c614fda55 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7367,runCohortOverlap,fe581221c3d08dea4b80399c7ceacd5c 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7369,runCohortOverlap,c09e26cee3e5d2532156548ee62cf419 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7370,runCohortOverlap,f4a873182b5d713b85ebaea9c91d2549 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7374,runCohortOverlap,df4abfcd3d59a6896a47d839090084fe 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7376,runCohortOverlap,a2858c94d28031fd8dcac12121a8fb43 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7377,runCohortOverlap,8902e2bfb1c3a776a151289cb46cae7f 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7381,runCohortOverlap,91bf9b1f1b23e5b8ce95d91358c90b7a 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7382,runCohortOverlap,4866ddaca6fc34709cb22ba179ba71db 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7396,runCohortOverlap,6c817b5690ed843bf21a68861ebf0613 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7398,runCohortOverlap,8710563ff5aa8f599321da088fc586a3 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7399,runCohortOverlap,a82ad01c6e66238b8a3889f46f1499d6 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7400,runCohortOverlap,1bbc74563344a4b47aeb9eedfa6475e6 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
7404,runCohortOverlap,dbaea00721ca1036190f8dffb86762c7 54245bb17609b636c3d733e56cf8ecf7,2020-03-28T08:52:46Z,7464
14717,runCohortCharacterization,ae3498e0484d2205c4af03e40b77b326,2020-03-28T09:05:41Z,NA
14867,runCohortCharacterization,eb969711a46a33c4db70bd1a7a4f1be1,2020-03-28T09:05:41Z,NA
7396,runCohortCharacterization,6c817b5690ed843bf21a68861ebf0613,2020-03-28T09:05:41Z,NA
7398,runCohortCharacterization,8710563ff5aa8f599321da088fc586a3,2020-03-28T09:05:41Z,NA
7382,runCohortCharacterization,4866ddaca6fc34709cb22ba179ba71db,2020-03-28T09:05:41Z,NA
7374,runCohortCharacterization,df4abfcd3d59a6896a47d839090084fe,2020-03-28T09:05:41Z,NA
7381,runCohortCharacterization,91bf9b1f1b23e5b8ce95d91358c90b7a,2020-03-28T09:05:41Z,NA
7400,runCohortCharacterization,1bbc74563344a4b47aeb9eedfa6475e6,2020-03-28T09:05:41Z,NA
7369,runCohortCharacterization,c09e26cee3e5d2532156548ee62cf419,2020-03-28T09:05:41Z,NA
7367,runCohortCharacterization,fe581221c3d08dea4b80399c7ceacd5c,2020-03-28T09:05:41Z,NA
7377,runCohortCharacterization,8902e2bfb1c3a776a151289cb46cae7f,2020-03-28T09:05:41Z,NA
7399,runCohortCharacterization,a82ad01c6e66238b8a3889f46f1499d6,2020-03-28T09:05:41Z,NA
7404,runCohortCharacterization,dbaea00721ca1036190f8dffb86762c7,2020-03-28T09:05:41Z,NA
7376,runCohortCharacterization,a2858c94d28031fd8dcac12121a8fb43,2020-03-28T09:05:41Z,NA
7361,runCohortCharacterization,3e79f89c1b6d59013d19b5a0d899453f,2020-03-28T09:05:41Z,NA
7362,runCohortCharacterization,ac178c8f7f888dd9f2ca5c61c5bdfe90,2020-03-28T09:05:41Z,NA
7370,runCohortCharacterization,f4a873182b5d713b85ebaea9c91d2549,2020-03-28T09:05:41Z,NA
7464,runCohortCharacterization,54245bb17609b636c3d733e56cf8ecf7,2020-03-28T09:05:41Z,NA
7364,runCohortCharacterization,03a681492ac62c76872b645c614fda55,2020-03-28T09:05:41Z,NA
