cohortDefinitionId,inclusionRuleMask,personCount,modeId
14717,0,8,0
14717,0,7,1
14867,0,8,0
14867,0,6,1
7396,0,13,0
7396,0,13,1
7398,0,120,0
7398,0,10,1
7382,0,17,0
7382,0,8,1
7374,0,7,0
7374,0,7,1
7381,0,2,0
7381,0,2,1
7400,0,10,0
7400,0,4,1
7369,0,4,0
7369,0,4,1
7367,0,52,0
7367,0,26,1
7377,0,1,0
7377,0,1,1
7399,0,14,0
7399,0,14,1
7376,0,16,0
7376,0,6,1
7361,0,35,0
7361,0,35,1
7362,0,5,0
7362,0,5,1
7370,0,3,0
7370,0,1,1
7464,0,28,0
7464,0,14,1
7364,0,6,0
7364,0,2,1
