cohort_id,covariate_id,mean,sd,database_id
14864,3,-0.075,NA,MDCD
14864,1003,-0.075,NA,MDCD
14864,1007,0.164,0.408,MDCD
14864,1901,1,3.182,MDCD
14864,1902,0.09,0,MDCD
14864,1903,0.552,0.53,MDCD
14864,1904,1.463,0.804,MDCD
14864,2007,0.254,0.507,MDCD
14864,3003,-0.075,NA,MDCD
14864,3007,0.224,0.477,MDCD
14864,4003,-0.075,NA,MDCD
14864,4007,-0.075,NA,MDCD
14864,5007,-0.075,NA,MDCD
14864,6007,-0.075,NA,MDCD
14864,8007,-0.075,NA,MDCD
14864,9007,-0.075,NA,MDCD
14864,10003,-0.075,NA,MDCD
14864,10007,-0.075,NA,MDCD
14864,11003,-0.075,NA,MDCD
14864,11007,-0.075,NA,MDCD
14864,12003,0.104,0.326,MDCD
14864,12007,0.104,0.326,MDCD
14864,13003,0.075,0.275,MDCD
14864,14003,0.209,0.461,MDCD
14864,15003,0.239,0.492,MDCD
14864,16003,0.134,0.369,MDCD
14864,17003,0.119,0.348,MDCD
14864,19003,-0.075,NA,MDCD
14864,2016006,-0.075,NA,MDCD
14864,2017006,-0.075,NA,MDCD
14864,2018006,-0.075,NA,MDCD
14864,2019006,0.313,0.564,MDCD
14864,2020006,0.522,0.728,MDCD
14864,8507001,0.851,0.929,MDCD
14864,8532001,0.149,0.389,MDCD
14864,29735210,-0.075,NA,MDCD
14864,29735212,-0.075,NA,MDCD
14864,72266210,-0.075,NA,MDCD
14864,72266212,-0.075,NA,MDCD
14864,76349210,-0.075,NA,MDCD
14864,76349212,-0.075,NA,MDCD
14864,78097210,-0.075,NA,MDCD
14864,78097212,-0.075,NA,MDCD
14864,79768210,-0.075,NA,MDCD
14864,79768212,-0.075,NA,MDCD
14864,80665210,0.104,0.326,MDCD
14864,80665212,0.104,0.326,MDCD
14864,135526210,-0.075,NA,MDCD
14864,135526212,-0.075,NA,MDCD
14864,192359210,-0.075,NA,MDCD
14864,192359212,-0.075,NA,MDCD
14864,192438210,0.104,0.326,MDCD
14864,192438212,0.09,0.301,MDCD
14864,192671210,-0.075,NA,MDCD
14864,192671212,-0.075,NA,MDCD
14864,192836210,-0.075,NA,MDCD
14864,192836212,-0.075,NA,MDCD
14864,194087210,-0.075,NA,MDCD
14864,194087212,-0.075,NA,MDCD
14864,194589210,-0.075,NA,MDCD
14864,194589212,-0.075,NA,MDCD
14864,194990210,-0.075,NA,MDCD
14864,194990212,-0.075,NA,MDCD
14864,195002210,-0.075,NA,MDCD
14864,195002212,-0.075,NA,MDCD
14864,195306210,-0.075,NA,MDCD
14864,195482210,-0.075,NA,MDCD
14864,195482212,-0.075,NA,MDCD
14864,196068210,-0.075,NA,MDCD
14864,196360210,-0.075,NA,MDCD
14864,196360212,-0.075,NA,MDCD
14864,196931210,-0.075,NA,MDCD
14864,196931212,-0.075,NA,MDCD
14864,197024210,-0.075,NA,MDCD
14864,197024212,-0.075,NA,MDCD
14864,197032210,-0.075,NA,MDCD
14864,197032212,-0.075,NA,MDCD
14864,197320210,-0.075,NA,MDCD
14864,197320212,-0.075,NA,MDCD
14864,197500210,-0.075,NA,MDCD
14864,197500212,-0.075,NA,MDCD
14864,197506210,0.09,0.301,MDCD
14864,197506212,0.09,0.301,MDCD
14864,197507210,-0.075,NA,MDCD
14864,197507212,-0.075,NA,MDCD
14864,197508210,-0.075,NA,MDCD
14864,197508212,-0.075,NA,MDCD
14864,197804210,0.075,0.275,MDCD
14864,197804212,0.075,0.275,MDCD
14864,198091210,-0.075,NA,MDCD
14864,198091212,-0.075,NA,MDCD
14864,198124210,-0.075,NA,MDCD
14864,198124212,-0.075,NA,MDCD
14864,198700210,-0.075,NA,MDCD
14864,198700212,-0.075,NA,MDCD
14864,198988210,-0.075,NA,MDCD
14864,198988212,-0.075,NA,MDCD
14864,199754210,-0.075,NA,MDCD
14864,199754212,-0.075,NA,MDCD
14864,200680210,-0.075,NA,MDCD
14864,200680212,-0.075,NA,MDCD
14864,200962210,-0.075,NA,MDCD
14864,200962212,-0.075,NA,MDCD
14864,200970210,-0.075,NA,MDCD
14864,201131210,-0.075,NA,MDCD
14864,201131212,-0.075,NA,MDCD
14864,201340210,-0.075,NA,MDCD
14864,201519210,-0.075,NA,MDCD
14864,201519212,-0.075,NA,MDCD
14864,201773210,-0.075,NA,MDCD
14864,201820210,-0.075,NA,MDCD
14864,201820212,-0.075,NA,MDCD
14864,252280210,0.119,0.348,MDCD
14864,252280212,0.119,0.348,MDCD
14864,252662210,-0.075,NA,MDCD
14864,252662212,-0.075,NA,MDCD
14864,253506210,0.448,0.674,MDCD
14864,253506212,0.448,0.674,MDCD
14864,253717210,-0.075,NA,MDCD
14864,253717212,-0.075,NA,MDCD
14864,254061210,-0.075,NA,MDCD
14864,254061212,-0.075,NA,MDCD
14864,254591210,-0.075,NA,MDCD
14864,254591212,-0.075,NA,MDCD
14864,255573210,-0.075,NA,MDCD
14864,255573212,-0.075,NA,MDCD
14864,255848210,0.448,0.674,MDCD
14864,255848212,0.448,0.674,MDCD
14864,256451210,-0.075,NA,MDCD
14864,256451212,-0.075,NA,MDCD
14864,256722210,-0.075,NA,MDCD
14864,256722212,-0.075,NA,MDCD
14864,257004210,-0.075,NA,MDCD
14864,257004212,-0.075,NA,MDCD
14864,258369210,0.104,0.326,MDCD
14864,258369212,0.104,0.326,MDCD
14864,261236210,-0.075,NA,MDCD
14864,261236212,-0.075,NA,MDCD
14864,312437210,-0.075,NA,MDCD
14864,312437212,-0.075,NA,MDCD
14864,315643210,-0.075,NA,MDCD
14864,315643212,-0.075,NA,MDCD
14864,317002210,-0.075,NA,MDCD
14864,317009210,-0.075,NA,MDCD
14864,317009212,-0.075,NA,MDCD
14864,318096210,-0.075,NA,MDCD
14864,318096212,-0.075,NA,MDCD
14864,318459210,-0.075,NA,MDCD
14864,318459212,-0.075,NA,MDCD
14864,319049210,-0.075,NA,MDCD
14864,319049212,-0.075,NA,MDCD
14864,321588210,-0.075,NA,MDCD
14864,321588212,-0.075,NA,MDCD
14864,372604210,-0.075,NA,MDCD
14864,373087210,-0.075,NA,MDCD
14864,373087212,-0.075,NA,MDCD
14864,373425210,-0.075,NA,MDCD
14864,373425212,-0.075,NA,MDCD
14864,373724210,-0.075,NA,MDCD
14864,373724212,-0.075,NA,MDCD
14864,373747210,-0.075,NA,MDCD
14864,374009210,-0.075,NA,MDCD
14864,374009212,-0.075,NA,MDCD
14864,374888210,-0.075,NA,MDCD
14864,374888212,-0.075,NA,MDCD
14864,377091210,-0.075,NA,MDCD
14864,377091212,-0.075,NA,MDCD
14864,378253210,-0.075,NA,MDCD
14864,378253212,-0.075,NA,MDCD
14864,380378210,-0.075,NA,MDCD
14864,380378212,-0.075,NA,MDCD
14864,381270210,-0.075,NA,MDCD
14864,381591210,-0.075,NA,MDCD
14864,381591212,-0.075,NA,MDCD
14864,432851210,0.075,0.275,MDCD
14864,432851212,0.075,0.275,MDCD
14864,433423210,-0.075,NA,MDCD
14864,433423212,-0.075,NA,MDCD
14864,433435210,-0.075,NA,MDCD
14864,433516210,-0.075,NA,MDCD
14864,433701210,-0.075,NA,MDCD
14864,433701212,-0.075,NA,MDCD
14864,433930802,-0.075,NA,MDCD
14864,433968210,-0.075,NA,MDCD
14864,433968212,-0.075,NA,MDCD
14864,434610210,-0.075,NA,MDCD
14864,434610212,-0.075,NA,MDCD
14864,435515210,-0.075,NA,MDCD
14864,435515212,-0.075,NA,MDCD
14864,435752210,-0.075,NA,MDCD
14864,435752212,-0.075,NA,MDCD
14864,435754210,-0.075,NA,MDCD
14864,435754212,-0.075,NA,MDCD
14864,435796210,-0.075,NA,MDCD
14864,435796212,-0.075,NA,MDCD
14864,437312210,-0.075,NA,MDCD
14864,437312212,-0.075,NA,MDCD
14864,437409210,-0.075,NA,MDCD
14864,437409212,-0.075,NA,MDCD
14864,437663210,-0.075,NA,MDCD
14864,437663212,-0.075,NA,MDCD
14864,437677210,-0.075,NA,MDCD
14864,437677212,-0.075,NA,MDCD
14864,438112210,0.179,0.426,MDCD
14864,438112212,0.179,0.426,MDCD
14864,439040210,-0.075,NA,MDCD
14864,439040212,-0.075,NA,MDCD
14864,439392210,0.179,0.426,MDCD
14864,439392212,0.179,0.426,MDCD
14864,439674210,-0.075,NA,MDCD
14864,439674212,-0.075,NA,MDCD
14864,439676210,-0.075,NA,MDCD
14864,439676212,-0.075,NA,MDCD
14864,439751210,-0.075,NA,MDCD
14864,439751212,-0.075,NA,MDCD
14864,439847210,-0.075,NA,MDCD
14864,439847212,-0.075,NA,MDCD
14864,440029210,0.09,0.301,MDCD
14864,440029212,0.09,0.301,MDCD
14864,440921210,-0.075,NA,MDCD
14864,440921212,-0.075,NA,MDCD
14864,441225210,-0.075,NA,MDCD
14864,441225212,-0.075,NA,MDCD
14864,441749802,-0.075,NA,MDCD
14864,441749804,-0.075,NA,MDCD
14864,441969210,-0.075,NA,MDCD
14864,441969212,-0.075,NA,MDCD
14864,443258210,-0.075,NA,MDCD
14864,443258212,-0.075,NA,MDCD
14864,443386210,-0.075,NA,MDCD
14864,443386212,-0.075,NA,MDCD
14864,443388210,0.104,0.326,MDCD
14864,443388212,0.104,0.326,MDCD
14864,443392210,0.179,0.426,MDCD
14864,443392212,0.179,0.426,MDCD
14864,443396210,-0.075,NA,MDCD
14864,443396212,-0.075,NA,MDCD
14864,443397210,-0.075,NA,MDCD
14864,443397212,-0.075,NA,MDCD
14864,443398210,-0.075,NA,MDCD
14864,443398212,-0.075,NA,MDCD
14864,443564210,-0.075,NA,MDCD
14864,443564212,-0.075,NA,MDCD
14864,443568210,-0.075,NA,MDCD
14864,443568212,-0.075,NA,MDCD
14864,443588210,-0.075,NA,MDCD
14864,443588212,-0.075,NA,MDCD
14864,443605210,-0.075,NA,MDCD
14864,443605212,-0.075,NA,MDCD
14864,443611210,-0.075,NA,MDCD
14864,443611212,-0.075,NA,MDCD
14864,443612210,-0.075,NA,MDCD
14864,443612212,-0.075,NA,MDCD
14864,444200210,-0.075,NA,MDCD
14864,444200212,-0.075,NA,MDCD
14864,444204210,-0.075,NA,MDCD
14864,444204212,-0.075,NA,MDCD
14864,706163702,0.269,0.522,MDCD
14864,706163704,0.269,0.522,MDCD
14864,708298410,0.075,0.275,MDCD
14864,708298412,-0.075,NA,MDCD
14864,710062410,-0.075,NA,MDCD
14864,711584410,-0.075,NA,MDCD
14864,711584412,-0.075,NA,MDCD
14864,711584413,-0.075,NA,MDCD
14864,713192410,-0.075,NA,MDCD
14864,715233410,-0.075,NA,MDCD
14864,715233412,-0.075,NA,MDCD
14864,715259410,-0.075,NA,MDCD
14864,715259412,-0.075,NA,MDCD
14864,715259413,-0.075,NA,MDCD
14864,715939410,-0.075,NA,MDCD
14864,715939412,-0.075,NA,MDCD
14864,715939413,-0.075,NA,MDCD
14864,715997410,-0.075,NA,MDCD
14864,715997412,-0.075,NA,MDCD
14864,715997413,-0.075,NA,MDCD
14864,718122410,-0.075,NA,MDCD
14864,720810410,-0.075,NA,MDCD
14864,720810412,-0.075,NA,MDCD
14864,720810413,-0.075,NA,MDCD
14864,723013410,-0.075,NA,MDCD
14864,723013412,-0.075,NA,MDCD
14864,723013413,-0.075,NA,MDCD
14864,732893410,-0.075,NA,MDCD
14864,734275410,-0.075,NA,MDCD
14864,734275412,-0.075,NA,MDCD
14864,734275413,-0.075,NA,MDCD
14864,734354410,-0.075,NA,MDCD
14864,734354412,-0.075,NA,MDCD
14864,734354413,-0.075,NA,MDCD
14864,735979410,-0.075,NA,MDCD
14864,742267410,-0.075,NA,MDCD
14864,742267412,-0.075,NA,MDCD
14864,742267413,-0.075,NA,MDCD
14864,744740410,-0.075,NA,MDCD
14864,744740412,-0.075,NA,MDCD
14864,744740413,-0.075,NA,MDCD
14864,744798410,-0.075,NA,MDCD
14864,744798412,-0.075,NA,MDCD
14864,745466410,-0.075,NA,MDCD
14864,745466412,-0.075,NA,MDCD
14864,753626410,0.09,0.301,MDCD
14864,753626412,-0.075,NA,MDCD
14864,759740410,-0.075,NA,MDCD
14864,762795502,-0.075,NA,MDCD
14864,762950502,-0.075,NA,MDCD
14864,762950504,-0.075,NA,MDCD
14864,764800210,-0.075,NA,MDCD
14864,764800212,-0.075,NA,MDCD
14864,766529410,-0.075,NA,MDCD
14864,766529412,-0.075,NA,MDCD
14864,766529413,-0.075,NA,MDCD
14864,766814410,-0.075,NA,MDCD
14864,777221410,-0.075,NA,MDCD
14864,777221412,-0.075,NA,MDCD
14864,781039410,-0.075,NA,MDCD
14864,781039412,-0.075,NA,MDCD
14864,781039413,-0.075,NA,MDCD
14864,785649410,-0.075,NA,MDCD
14864,787787410,-0.075,NA,MDCD
14864,789578410,-0.075,NA,MDCD
14864,789578412,-0.075,NA,MDCD
14864,789578413,-0.075,NA,MDCD
14864,791967410,0.075,0.275,MDCD
14864,791967412,-0.075,NA,MDCD
14864,794852410,-0.075,NA,MDCD
14864,794852412,-0.075,NA,MDCD
14864,794852413,-0.075,NA,MDCD
14864,797399410,-0.075,NA,MDCD
14864,797399412,-0.075,NA,MDCD
14864,797399413,-0.075,NA,MDCD
14864,798874410,-0.075,NA,MDCD
14864,901318410,-0.075,NA,MDCD
14864,901318412,-0.075,NA,MDCD
14864,903963410,-0.075,NA,MDCD
14864,904453410,-0.075,NA,MDCD
14864,904453412,-0.075,NA,MDCD
14864,904453413,-0.075,NA,MDCD
14864,905233410,-0.075,NA,MDCD
14864,905233412,-0.075,NA,MDCD
14864,906780410,0.269,0.522,MDCD
14864,906780412,0.134,0.369,MDCD
14864,906780413,0.075,0.275,MDCD
14864,911354410,-0.075,NA,MDCD
14864,911354412,-0.075,NA,MDCD
14864,911486410,-0.075,NA,MDCD
14864,911486412,-0.075,NA,MDCD
14864,912362410,0.134,0.369,MDCD
14864,912362412,0.075,0.275,MDCD
14864,912362413,-0.075,NA,MDCD
14864,914335410,-0.075,NA,MDCD
14864,914335412,-0.075,NA,MDCD
14864,916005410,-0.075,NA,MDCD
14864,916005412,-0.075,NA,MDCD
14864,916005413,-0.075,NA,MDCD
14864,917205410,0.075,0.275,MDCD
14864,917205412,-0.075,NA,MDCD
14864,923081410,-0.075,NA,MDCD
14864,923081412,-0.075,NA,MDCD
14864,924566410,0.164,0.408,MDCD
14864,924566412,0.104,0.326,MDCD
14864,924566413,0.09,0.301,MDCD
14864,925952410,-0.075,NA,MDCD
14864,926487410,-0.075,NA,MDCD
14864,926487412,-0.075,NA,MDCD
14864,928744410,-0.075,NA,MDCD
14864,929887410,0.299,0.55,MDCD
14864,929887412,0.239,0.492,MDCD
