cohort_id,cohort_entries,cohort_subjects,database_id
100,49,49,PREMIER
101,47,47,PREMIER
102,16,16,PREMIER
103,7,7,PREMIER
104,32,32,PREMIER
105,193,193,PREMIER
108,5,5,PREMIER
109,8,8,PREMIER
117,-5,-5,PREMIER
118,19,19,PREMIER
119,9,9,PREMIER
120,5,5,PREMIER
125,246,246,PREMIER
199,29,25,PREMIER
200,101,79,PREMIER
203,20,20,PREMIER
204,10,10,PREMIER
206,-5,-5,PREMIER
