cohort_id,cohort_entries,cohort_subjects,database_id
7361,35,35,MDCD
7362,5,5,MDCD
7364,-5,-5,MDCD
7367,29,26,MDCD
7369,-5,-5,MDCD
7370,-5,-5,MDCD
7374,7,7,MDCD
7376,7,6,MDCD
7377,-5,-5,MDCD
7381,-5,-5,MDCD
7382,11,8,MDCD
7396,13,13,MDCD
7398,10,10,MDCD
7399,14,14,MDCD
7400,7,-5,MDCD
7464,15,14,MDCD
14717,7,7,MDCD
14867,6,6,MDCD
