cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
372,8723.756331279945,NA,NA,NA,42.64218140368673,132,PREMIER
207,5202.335386721424,Female,NA,NA,39.78982218800276,132,PREMIER
165,3521.4209445585216,Male,NA,NA,46.85608525585854,132,PREMIER
-5,63.59753593429158,NA,0-9,NA,-78.6193981660855,132,PREMIER
-5,323.750855578371,NA,10-19,NA,-15.443974630021142,132,PREMIER
74,1775.4880219028064,NA,20-29,NA,41.678681628442384,132,PREMIER
50,1586.652977412731,NA,30-39,NA,31.512876925067946,132,PREMIER
56,1428.0465434633813,NA,40-49,NA,39.21440814119794,132,PREMIER
74,1337.2402464065708,NA,50-59,NA,55.33784987316426,132,PREMIER
59,1082.425735797399,NA,60-69,NA,54.50720363419298,132,PREMIER
33,820.90896646132785,NA,70-79,NA,40.19934164229231,132,PREMIER
20,287.9644079397673,NA,80-89,NA,69.45302769564266,132,PREMIER
0,17.68104038329911,NA,90-99,NA,0,132,PREMIER
0,34.625598904859686,Female,0-9,NA,0,132,PREMIER
-5,228.21629021218342,Female,10-19,NA,-21.90904074091847,132,PREMIER
43,1196.0492813141684,Female,20-29,NA,35.95169586386392,132,PREMIER
36,1002.5379876796715,Female,30-39,NA,35.90886374622109,132,PREMIER
31,729.2347707049965,Female,40-49,NA,42.510315258322606,132,PREMIER
33,700.8350444900753,Female,50-59,NA,47.08668645987967,132,PREMIER
30,647.0691307323751,Female,60-69,NA,46.36289783449408,132,PREMIER
20,503.52087611225187,Female,70-79,NA,39.7202994926894,132,PREMIER
12,147.97809719370295,Female,80-89,NA,81.093082203186,132,PREMIER
0,12.268309377138946,Female,90-99,NA,0,132,PREMIER
-5,28.971937029431896,Male,0-9,NA,-172.5807975807976,132,PREMIER
-5,95.53456536618755,Male,10-19,NA,-52.3370780076804,132,PREMIER
31,579.438740588638,Male,20-29,NA,53.500047250047245,132,PREMIER
14,584.1149897330596,Male,30-39,NA,23.96788345801226,132,PREMIER
25,698.8117727583847,Male,40-49,NA,35.7750126351174,132,PREMIER
41,636.4052019164956,Male,50-59,NA,64.42436340327042,132,PREMIER
29,435.3566050650239,Male,60-69,NA,66.61205931553197,132,PREMIER
13,317.388090349076,Male,70-79,NA,40.95931887583458,132,PREMIER
8,139.98631074606433,Male,80-89,NA,57.14844513983963,132,PREMIER
0,5.412731006160164,Male,90-99,NA,0,132,PREMIER
0,33.58521560574948,NA,NA,2002,0,132,PREMIER
0,156.09856262833677,NA,NA,2003,0,132,PREMIER
0,207.00616016427105,NA,NA,2004,0,132,PREMIER
0,254.0396988364134,NA,NA,2005,0,132,PREMIER
0,295.14579055441476,NA,NA,2006,0,132,PREMIER
0,333.7275838466804,NA,NA,2007,0,132,PREMIER
0,375.09103353867215,NA,NA,2008,0,132,PREMIER
0,409.71115674195755,NA,NA,2009,0,132,PREMIER
0,458.4065708418891,NA,NA,2010,0,132,PREMIER
0,499.7864476386037,NA,NA,2011,0,132,PREMIER
0,544.9445585215606,NA,NA,2012,0,132,PREMIER
0,581.6892539356605,NA,NA,2013,0,132,PREMIER
0,624.4709103353867,NA,NA,2014,0,132,PREMIER
0,668.2847364818617,NA,NA,2015,0,132,PREMIER
0,710.6036960985626,NA,NA,2016,0,132,PREMIER
0,739.1540041067761,NA,NA,2017,0,132,PREMIER
0,797.3032169746749,NA,NA,2018,0,132,PREMIER
